


Vintage,Name,Producer,Appellation,Varietal,Size,Quantity,Price,Stored,Notes
2014,Robert Mondavi Cabernet Sauvignon Oakville,Robert Mondavi Winery,Oakville,Cabernet Sauvignon,750,2,29.94,,
2004,Treana Red Paso Robles,Hope Family Wines,Paso Robles,Cabernet Sauvignon-Syrah,750,,,, Brad & Erica Sklar:  MF and Gina over 
2004,Treana Red Paso Robles,Hope Family Wines,Paso Robles,Cabernet Sauvignon-Syrah,750,,,, Brad & Erica Sklar:  trivia night greens/meatballs Nick/kim/E/Me 
2012,Belle Glos Pinot Noir Dairyman Vineyard,Belle Glos Wines,Russian River Valley,Pinot Noir,750,3,34.91,,
2009,Gary Farrell Pinot Noir Russian River Valley,Gary Farrell Vineyards and Winery,Russian River Valley,Pinot Noir,750,2,31.6,,
2009,Gary Farrell Pinot Noir Russian River Valley,Gary Farrell Vineyards and Winery,Russian River Valley,Pinot Noir,750,,,, Brad & Erica Sklar: 3.5 stars  MF soup Nick/MF deep complex supple light-bodied well balanced 
2006,Marimar Torres Cristina Pinot Noir Don Miguel Vineyard,Marimar Torres Estate,Russian River Valley,Pinot Noir,750,1,22.97,,
2009,Sonoma Acres Pinot Noir,Sonoma Acres,Russian River Valley,Pinot Noir,750,,,, Brad & Erica Sklar: 4 stars 2010 Ericas cold tuna steaks Erica/Brad fish fragrant spicy supple dry light-bodied medium pleasant 
2009,Sonoma Acres Pinot Noir,Sonoma Acres,Russian River Valley,Pinot Noir,750,,,, Brad & Erica Sklar:  Dave at SPAC tailgate geoff n julie  
2011,Sonoma Acres Pinot Noir,Sonoma Acres,Russian River Valley,Pinot Noir,750,1,14.99,,
2006,Zmor Pinot Noir,Zmor Winery,Russian River Valley,Pinot Noir,750,3,22.99,,
2006,Zmor Pinot Noir,Zmor Winery,Russian River Valley,Pinot Noir,750,,,, Brad & Erica Sklar: 4 stars  MF Bday MF Gina Erica bright fragrant medium-bodied well balanced 
2013,Frog's Leap Sauvignon Blanc Napa Valley,Frog's Leap Wine Cellars,Rutherford,Sauvignon Blanc,750,,,, Brad & Erica Sklar: 4 stars  DMB/SPAC cheeses bright fragrant crisp light-bodied pleasant 
2015,Maxville Hall Cabernet Sauvignon Sacrashe Vineyard Rutherford,Hall Wines,Rutherford,Cabernet Sauvignon,750,3,50,,98 RP
95 WE 
2015,Maxville Hall Cabernet Sauvignon Sacrashe Vineyard Rutherford,Hall Wines,Rutherford,Cabernet Sauvignon,750,,,, Brad & Erica Sklar: 5 stars  MFs cheese Tom/Gina/Nick/Kim dark intense supple full-bodied well balanced terrific long smooth finish  
2012,Round Pond Estate Cabernet Sauvignon Rutherford,Round Pond,Rutherford,Cabernet Sauvignon,750,1,49.91,,
2021,Rutherford Hill AJT Collection Napa Valley,Rutherford Hill Winery,Rutherford,Cabernet Sauvignon,750,4,40,,
2019,Rutherford Hill Cabernet Sauvignon-Stags Leap District,Rutherford Hill Winery,Rutherford,Cabernet Sauvignon,750,1,45,,
2014,Vineyard Block Estate Block 313 Cabernet Sauvignon Rutherford,Vineyard Block Estate,Rutherford,Cabernet Sauvignon,750,1,29.95,,
2020,Belle Glos Pinot Noir Balade Santa Rita Mills,Belle Glos Wines,Santa Barbara County,Pinot Noir,750,3,30.83,,
2008,Melville Estate Pinot Noir Verna's Vineyard,Melville Vineyards and Winery,Santa Barbara County,Pinot Noir,750,2,18.86,,
2009,Belle Glos Pinot Noir Las Alturas Vineyard,Belle Glos Wines,Santa Lucia Highlands,Pinot Noir,750,4,24.91,,
2011,Belle Glos Pinot Noir Las Alturas Vineyard,Belle Glos Wines,Santa Lucia Highlands,Pinot Noir,750,2,33.91,,
2012,Belle Glos Pinot Noir Las Alturas Vineyard,Belle Glos Wines,Santa Lucia Highlands,Pinot Noir,750,3,34.91,,
2009,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,2,24.91,,
2010,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,2,26.91,,
2010,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,,,, Brad & Erica Sklar: 4.5 stars  Howie Cohen Pesto Howie Cohen dark fragrant supple full-bodied elegant 
2010,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,,,, Brad & Erica Sklar: 95 points  Lynn Kattato deck nothing Lynn/E/B deep fragrant supple full-bodied well balanced 
2011,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,2,33.91,,
2012,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,3,34.91,,CLARK & TELEPHONE
2013,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,2,39.09,,
2023,Belle Glos Pinot Noir Clark & Telephone Vineyard,Belle Glos Wines,Santa Maria Valley,Pinot Noir,750,3,32,,
2007,Roessler Cellars Pinot Noir La Encantada Vineyard,Roessler Cellars,Santa Rita Hills,Pinot Noir,750,1,45.99,,
2009,Belle Glos Pinot Noir Taylor Lane Vineyard,Belle Glos Wines,Sonoma Coast,Pinot Noir,750,1,24.91,,
2005,Keller Estate Pinot Noir La Cruz Vineyard Sonoma Coast,Keller Estate,Sonoma Coast,Pinot Noir,750,1,19.99,,
2005,Keller Estate Pinot Noir La Cruz Vineyard Sonoma Coast,Keller Estate,Sonoma Coast,Pinot Noir,750,,,, Brad & Erica Sklar: 4 stars  Lynn  Kattato at pool salads/quiche E/B/ Lynn deep fragrant supple full-bodied pleasant 
2006,Keller Estate Pinot Noir La Cruz Vineyard Sonoma Coast,Keller Estate,Sonoma Coast,Pinot Noir,750,2,18.49,,
2006,Keller Estate Pinot Noir La Cruz Vineyard Sonoma Coast,Keller Estate,Sonoma Coast,Pinot Noir,750,,,, Brad & Erica Sklar:  sklarfest 
2009,Landmark Grand Detour Pinot Noir,Landmark Vineyards,Sonoma Coast,Pinot Noir,750,1,24.91,,
2007,Roessler Cellars La Brisa Pinot Noir,Roessler Cellars,Sonoma Coast,Pinot Noir,750,,,, Brad & Erica Sklar: 4.5 stars  Erica/Brad deep 
2007,Roessler Cellars Pinot Noir Gap's Crown Vineyard,Roessler Cellars,Sonoma Coast,Pinot Noir,750,3,35.99,,
2007,Roessler Cellars Pinot Noir Griffin's Lair Vineyard,Roessler Cellars,Sonoma Coast,Pinot Noir,750,1,47.99,,
2008,Sojourn Cellars Pinot Noir Gap's Crown Vineyard,Sojourn Cellars,Sonoma Coast,Pinot Noir,750,2,39.82,,
2008,Sojourn Cellars Pinot Noir Gap's Crown Vineyard,Sojourn Cellars,Sonoma Coast,Pinot Noir,750,,,, Brad & Erica Sklar: 4.5 stars  well balanced 
2008,Sonoma Acres Sauvignon Blanc,Sonoma Acres,Sonoma County,Sauvignon Blanc,750,,,, Brad & Erica Sklar:  Dave at Spac geoff n julie  
2005,Kunde Estate Reserve Cabernet Sauvignon Sonoma Valley,Kunde Estate Winery and Vineyards,Sonoma Valley,Cabernet Sauvignon-Merlot,750,1,19.99,,
2005,Kunde Estate Reserve Cabernet Sauvignon Sonoma Valley,Kunde Estate Winery and Vineyards,Sonoma Valley,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 4 stars  summer night after bike ride salad from garden erica/brad deep fragrant supple full-bodied well balanced soft full bodied fruity w smooth finish 
2005,Kunde Estate Reserve Cabernet Sauvignon Sonoma Valley,Kunde Estate Winery and Vineyards,Sonoma Valley,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 4 stars  Ken G deep complex supple full-bodied well balanced 
2005,Kunde Estate Reserve Cabernet Sauvignon Sonoma Valley,Kunde Estate Winery and Vineyards,Sonoma Valley,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 3 points  Grapevine dinner Lebanese MF/Nick/M/K Fanelli dark complex woody supple tannic well balanced 
2006,Kunde Estate Reserve Cabernet Sauvignon Sonoma Valley,Kunde Estate Winery and Vineyards,Sonoma Valley,Cabernet Sauvignon-Merlot,750,1,19.99,,
2007,Kunde Estate Reserve Cabernet Sauvignon Sonoma Valley,Kunde Estate Winery and Vineyards,Sonoma Valley,Cabernet Sauvignon-Merlot,750,1,19.99,,
2001,Beringer Cabernet Sauvignon Marston Ranch,Beringer Vineyards,Spring Mountain District,Cabernet Sauvignon,750,1,69.99,,
2015,Bello Family Vineyards Cabernet Sauvignon,Bello Family Vineyards,St Helena,Cabernet Sauvignon,750,1,31.85,,97 pt 
2001,Beringer Single Vineyard Cabernet Sauvignon Home Vineyard,Beringer Vineyards,St Helena,Cabernet Sauvignon,750,1,69.99,,With a terrific texture, wonderful opulence, and a long, full-bodied finish, it will be a 20-year wine." Please note, only 495 cases were made of this
2022,Ehlers Estate  1886 Cabernet Sauvignon St Helena,Ehlers Estate,St Helena,Cabernet Sauvignon,750,1,160,,
2021,Stag's Leap Wine Cellars  Series Cabernet Sauvignon Battuello Vineyard,Stag's Leap Wine Cellars,St Helena,Cabernet Sauvignon,750,4,49.99,,
2010,Cliff Lede Vineyards Cabernet Sauvignon Stags Leap District,Cliff Lede Vineyards,Stags Leap District,Cabernet Sauvignon,750,1,57.65,,
2019,Stag's Leap Wine Cellars Cabernet Sauvignon Fay Vineyard,Stag's Leap Wine Cellars,Stags Leap District,Cabernet Sauvignon,750,1,106,,
2005,Stag's Leap Wine Cellars Cabernet Sauvignon S.L.V. Vineyard,Stag's Leap Wine Cellars,Stags Leap District,Cabernet Sauvignon,750,6,65,,
2019,Stag's Leap Wine Cellars Hands of Time,Stag's Leap Wine Cellars,Stags Leap District,Cabernet Sauvignon-Merlot-Syrah,750,4,30,,
2014,Stags Leap The Investor Red Blend Napa Valley,Stags' Leap Winery,Stags Leap District,Merlot-Cabernet Sauvignon-Malbec-Petite Sirah,750,1,37.86,,
2013,Stags' Leap Winery Cabernet Sauvignon Stags Leap District,Stags' Leap Winery,Stags Leap District,Cabernet Sauvignon,750,1,38.7,,
2018,Stags' Leap Winery Cabernet Sauvignon Stags Leap District,Stags' Leap Winery,Stags Leap District,Cabernet Sauvignon,750,2,36,,
2018,Stags' Leap Winery Cabernet Sauvignon Stags Leap District,Stags' Leap Winery,Stags Leap District,Cabernet Sauvignon,750,,,, Brad & Erica Sklar: 4 stars  summer  Hampton party  oconner rack of lamb Tom/Gina/Nick/kim/CL/Flanag dark fragrant supple well balanced 
2018,Stags' Leap Winery Merlot Stags Leap District,Stags' Leap Winery,Stags Leap District,Merlot,750,3,25,,
2015,Vineyard Block Estate Block 628 Cabernet Sauvignon Yountville,Vineyard Block Estate,Yountville,Cabernet Sauvignon,750,1,21.95,,
2015,Domaine Drouhin Oregon RoseRock Pinot Noir ,Domaine Drouhin,Oregon,Pinot Noir,750,1,25,,
2013,Elouan Pinot Noir,Elouan Wines,Oregon,Pinot Noir,750,1,22.99,,
2010,Dois Irmãos Pinot Noir,Dois Irmãos Winery,Willamette Valley,Pinot Noir,750,,,, Brad & Erica Sklar: 2.5 stars  pale fragrant light-bodied slighly unbalanced 
2007,Domaine Serene Pinot Noir Evenstad Reserve,Domaine Serene,Willamette Valley,Pinot Noir,750,1,32.99,,
2009,MacMurray Estate Vineyards Pinot Noir Willamette Valley,MacMurray Estate Vineyards,Willamette Valley,Pinot Noir,750,1,19.99,,
2009,Panther Creek Pinot Noir Freedom Hill Vineyard,Panther Creek Cellars,Willamette Valley,Pinot Noir,750,1,19.99,,
2013,Samuel Robert Pinot Noir Vintner's Reserve,Samuel Robert Winery,Willamette Valley,Pinot Noir,750,1,14.99,,
2015,Willakenzie Estate Pinot Noir Pierre Léon,Willakenzie Estate Winery,Willamette Valley,Pinot Noir,750,1,25,,
2012,Willamette Valley Vineyards Pinot Noir,Willamette Valley Vineyards,Willamette Valley,Pinot Noir,750,1,25.59,,
2016,Youngberg Hill J Block Williamette Valley Pinot Noir,Youngberg Hill Vineyards,Willamette Valley,Pinot Noir,750,2,30,,
2006,Columbia Crest Reserve Cabernet Sauvignon,Columbia Crest Winery,Columbia Valley,Cabernet Sauvignon,750,1,19.99,,
2007,Columbia Crest Reserve Cabernet Sauvignon,Columbia Crest Winery,Columbia Valley,Cabernet Sauvignon,750,1,33.99,,
2022,Quilceda Creek  Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,4,60,,
2000,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,1500,,,, Brad & Erica Sklar: 5 stars  Gina away GVine MF/Nick/Spiker Middle east dark intense black berry supple dry full-bodied very persistent rich dark ripe blue berry syrup  fragrant fruit on nose heavy supple weighted on palate long 45 sec finish 
2001,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,7,145,,
2001,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,,,, Brad & Erica Sklar:  Melanie Wedding 
2002,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,165,,
2002,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,,,, Brad & Erica Sklar: 5 stars  6th month anniversary cheese and bris in pastry Brad and Erica dark fragrant lively full-bodied rich  Incredible nose of fruit-Blue berry/black licorice/blackberry mostly blueberry/ Orgasmic 1 minute finish. Only negative RVS attacked by Coyote. 
2002,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,,,, Brad & Erica Sklar:  Melanie Wedding 
2003,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,1,190,,
2004,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,5,125,,96% Cabernet Sauvignon, 3% Merlot and 1% Cabernet Franc
2005,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,1,125,,
2006,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,5,125,,
2007,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,10,125,,
2007,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,,,, Brad & Erica Sklar: 5 stars  Ben last night Deck Erica/Brad/Ben Cheeses dark complex supple full-bodied rich Delicious fruit bomb/Oaked nicely  Long finish  Great bottle 
2008,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,130,,
2009,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,135,,
2010,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,5,135,,
2011,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,4,140,,
2012,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,157,,
2013,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,157,,
2014,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,158,,
2015,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,158,,
2016,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,163,,
2017,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,200,,Gift Nina Leist 
2017,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,,,, Brad & Erica Sklar: 5 stars  Nick/MFs Big Ben/Megan Georgio dark fragrant supple full-bodied rich 
2018,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,145,,
2019,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,150,,
2020,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,5,150,,
2020,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,,,, Brad & Erica Sklar: 4.5 stars  dark complex supple 
2021,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,6,155,,100 pt 
2022,Quilceda Creek Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc,750,5,160,,
2003,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,2,39.99,,With a bit of Malbec
2003,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,,,, Brad & Erica Sklar: 4.5 stars  MF/BS Bdays GV MFs/E./B Middle eastern dark intense supple full-bodied well balanced 
2004,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,3,49.99,,
2004,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,,,, Brad & Erica Sklar: 5 stars  sklarfest dessert sklarfest MFs/millners dark complex supple full-bodied rich 
2004,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,,,, Brad & Erica Sklar: 5 stars  4th July Yahni MF/Nick/me dark complex supple full-bodied well balanced 
2018,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,1,55,,
2019,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,1,55,,
2019,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,,,, Brad & Erica Sklar: 4.5 stars  NY Eve MFS Cheese MFs/E cheeses dark complex supple full-bodied well balanced 
2019,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,,,, Brad & Erica Sklar: 4.5 stars  GV MF/Erica/Nick/kim dark fragrant well balanced 
2019,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,,,, Brad & Erica Sklar: 4.5 stars  July 4th Yahni Brad/Erica/Ben/Mel/megan dark fragrant supple full-bodied rich 
2020,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,3,55,,
2021,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,1,60,,
2021,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,,,, Brad & Erica Sklar:  MF at seinfeld MF 
2023,Quilceda Creek Red Wine Columbia Valley,Quilceda Creek Vintners,Columbia Valley,Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,750,6,60,,
2020,Quilceda Creek Cabernet Sauvignon Palengat,Quilceda Creek Vintners,Horse Heaven Hills,Cabernet Sauvignon,750,2,150,,Mach 1 Vineyard -99 pts WA 
2022,Quilceda Creek Cabernet Sauvignon Palengat,Quilceda Creek Vintners,Horse Heaven Hills,Cabernet Sauvignon,750,2,155,,Mach 1 Vineyard -99 pts WA 
2020,Quilceda Creek Cabernet Sauvignon Tchelistcheff,Quilceda Creek Vintners,Horse Heaven Hills,Cabernet Sauvignon,750,1,150,,Mach 1 Vineyard- 100 pts WA 
2022,Quilceda Creek Cabernet Sauvignon Tchelistcheff,Quilceda Creek Vintners,Horse Heaven Hills,Cabernet Sauvignon,750,1,155,,Mach 1 Vineyard -99 pts WA 
2021,Quilceda Creek Palengat Cabernet Sauvignon,Quilceda Creek Vintners,Horse Heaven Hills,Cabernet Sauvignon,750,3,155,,Mach One Vineyard-100 pts 
2010,Quilceda Creek Palengat Proprietary Red,Quilceda Creek Vintners,Horse Heaven Hills,Merlot-Cabernet Sauvignon-Cabernet Franc-Petit Verdot,750,2,95,,
2021,Quilceda Creek  Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,155,,
2004,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,2,75,,
2005,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,125,,
2006,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,125,,
2007,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,3,125,,
2007,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 5 stars  50th BD Cheese tomato pie and meat balls MF and Nick dark intense supple full-bodied rich 
2007,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 4.5 stars  Nicks house  rigatoni meatballs sausage fred t/spiker/CA/Nick dark intense supple full-bodied well balanced 
2007,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 4.5 stars  Nick/MF/Fanelli sept Birth days Tom/Gina/Nick/kim/GM/E GVINE dark complex supple full-bodied well balanced 
2008,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,125,,
2008,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 4.5 stars  Mike and kims sept bdays pizza/wings Tom/Gina/Nick/kim/GM/E dark fragrant supple full-bodied well balanced 
2008,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 4.5 stars  Mike and kims sept bdays pizza/wings Tom/Gina/Nick/kim/GM/E dark fragrant supple full-bodied well balanced 
2008,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 5 stars  Kim and Mikes XMAS DINNER 2025 XMAS DINNER NICK/MF/LAMBERT OSSOBUCCO dark complex supple full-bodied well balanced 
2009,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,6,125,,
2010,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,6,115,,
2011,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,5,115,,
2012,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,115,,
2013,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,137,,
2014,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,140,,RP 100 PTS 
2014,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar: 5 stars  mac n cheese Brad/Erica dark intense full-bodied well balanced 
2014,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,,,, Brad & Erica Sklar:  Kim and Mikes new house 
2015,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,4,159,,
2019,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,3,150,,
2020,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,2,150,,100 points 
2022,Quilceda Creek Cabernet Sauvignon Galitzine Vineyard,Quilceda Creek Vintners,Red Mountain,Cabernet Sauvignon-Merlot,750,3,183,,98-100 Pts 
2014,Andrew Will  Proprietary Red Champoux Vineyard,Andrew Will Winery,Washington State,Merlot,750,1,45,,

